Nano Letters,get_art_metaACSpub
ACS Nano,get_art_metaACSpub
Environmental Science and Technology,get_art_metaACSpub
Analytical Chemistry,get_art_metaACSpub
The Journal of Physical Chemistry Letters,get_art_metaACSpub
Inorganic Chemistry,get_art_metaACSpub
Journal of the American Chemical Society,get_art_metaACSpub
Macromolecules,get_art_metaACSpub
Organic Letters,get_art_metaACSpub
Advanced Functional Materials,get_art_metaWILEY
Advanced Materials,get_art_metaWILEY
Geophysical Research Letters,get_art_metaWILEY
Journal of Geophysical Research: Atmospheres,get_art_metaWILEY
Journal of Geophysical Research: Solid Earth,get_art_metaWILEY
Ecology Letters,get_art_metaWILEY
Angewandte Chemie International Edition,get_art_metaWILEY
Nature,get_art_metaSPRINGER
Nature Communications,get_art_metaSPRINGER
Nature Materials,get_art_metaSPRINGER
Nature Photonics,get_art_metaSPRINGER
Nature Physics,get_art_metaSPRINGER
Molecular Psychiatry,get_art_metaSPRINGER
Nature Geoscience,get_art_metaSPRINGER
Nature Chemical Biology,get_art_metaSPRINGER
Nature Climate Change,get_art_metaSPRINGER
Nature Genetics,get_art_metaSPRINGER
Nature Immunology,get_art_metaSPRINGER
Nature Medicine,get_art_metaSPRINGER
The ISME Journal: Multidisciplinary Journal of Microbial Ecology,get_art_metaSPRINGER
European Physical Journal C,get_art_metaSPRINGER
Journal of High Energy Physics,get_art_metaSPRINGER
Proceedings of the National Academy of Sciences of the United States of America,get_art_metaPNASorg
Earth and Planetary Science Letters,get_art_metaSCIENCEdirect
Geochimica et Cosmochimica Acta,get_art_metaSCIENCEdirect
Water Research,get_art_metaSCIENCEdirect
Science,get_art_metaAdvancesScience
Science Advances,get_art_metaAdvancesScience
Science Translational Medicine,get_art_metaAdvancesScience
American Journal of Human Genetics,get_art_metaCellajhg
Cancer Cell,get_art_metaCellajhg
Neuron,get_art_metaCellajhg
Cell,get_art_metaCELLfulltext
Cell Host & Microbe,get_art_metaCellajhg
Cell Metabolism,get_art_metaCellajhg
Cell Stem Cell,get_art_metaCellajhg
Current Biology,get_art_metaCellajhg
Immunity,get_art_metaCellajhg
Physical Review A,get_art_metaJOURNALSaps
Physical Review B,get_art_metaJOURNALSaps
Physical Review D,get_art_metaJOURNALSaps
Physical Review Letters,get_art_metaJOURNALSaps
Physical Review X,get_art_metaJOURNALSaps
Genome Research,get_art_meta_genome_cshlp
Geology,get_art_meta_pubs_geo_science_world
The Plant Cell,get_art_meta_planet_cell
eLife,get_art_meta_elifescience
Chemical Communications,get_art_metaPUBSrsc
Chemical Science,get_art_metaPUBSrsc
Journal of Biological Chemistry,get_art_metaJBCorg
Journal of Clinical Investigation,get_art_metaJCIorg
Journal of Experimental Medicine,get_art_meta_ru_press
Applied Physics Letters,get_art_meta_aip_scitation
Astronomy & Astrophysics,get_art_meta_aanda
Journal of Neuroscience,get_art_metaJNEUROSCIorg
PLOS Biology,get_art_metaJOURNALSplos
PLOS Genetics,get_art_metaJOURNALSplos
Cancer Research,get_art_metaJNEUROSCIorg
Proceedings of the Royal Society B,get_art_metaRoyal
The Astrophysical Journal Letters,get_art_meta_iop_sciense
Monthly Notices of the Royal Astronomical Society: Letters,get_art_meta_academic_oup
Journal of Cell Biology,get_art_meta_ru_press
Molecular Cell,get_art_meta_molecular_cell
Nature Biotechnology,get_art_metaSPRINGER
Nature Cell Biology,get_art_metaSPRINGER
Nature Chemistry,get_art_metaSPRINGER
Nature Nanotechnology,get_art_metaSPRINGER
Nature Neuroscience,get_art_metaSPRINGER
Nature Structural & Molecular Biology,get_art_metaSPRINGER
The EMBO Journal,get_art_meta_embo_journal
